1,1,9.99000999000999E-4,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
510,2,0.5094905094905094,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
511,1,0.5104895104895105,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
511,2,0.5104895104895105,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
512,1,0.5114885114885115,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
512,2,0.5114885114885115,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
513,1,0.5124875124875125,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
513,2,0.5124875124875125,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
514,1,0.5134865134865135,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
514,2,0.5134865134865135,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
515,1,0.5144855144855145,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
515,2,0.5144855144855145,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
516,1,0.5154845154845155,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
516,2,0.5154845154845155,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
517,1,0.5164835164835165,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
517,2,0.5164835164835165,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
518,1,0.5174825174825175,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
518,2,0.5174825174825175,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
519,1,0.5184815184815185,shimizu_agent@140,(Offer  bid:Bid[Location: TU Eindhoven, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
519,2,0.5184815184815185,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
520,1,0.5194805194805194,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
520,2,0.5194805194805194,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
521,1,0.5204795204795205,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
521,2,0.5204795204795205,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
522,1,0.5214785214785215,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
522,2,0.5214785214785215,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
523,1,0.5224775224775224,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
523,2,0.5224775224775224,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
524,1,0.5234765234765235,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
524,2,0.5234765234765235,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
525,1,0.5244755244755245,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
525,2,0.5244755244755245,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
526,1,0.5254745254745254,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
526,2,0.5254745254745254,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
527,1,0.5264735264735265,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
527,2,0.5264735264735265,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
528,1,0.5274725274725275,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
528,2,0.5274725274725275,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
529,1,0.5284715284715285,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
529,2,0.5284715284715285,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
530,1,0.5294705294705294,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
530,2,0.5294705294705294,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
531,1,0.5304695304695305,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
531,2,0.5304695304695305,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
532,1,0.5314685314685315,shimizu_agent@140,(Offer  bid:Bid[Location: Erasumus, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
532,2,0.5314685314685315,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
533,1,0.5324675324675324,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
533,2,0.5324675324675324,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
534,1,0.5334665334665335,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
534,2,0.5334665334665335,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
535,1,0.5344655344655345,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
535,2,0.5344655344655345,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
536,1,0.5354645354645354,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
536,2,0.5354645354645354,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
537,1,0.5364635364635365,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
537,2,0.5364635364635365,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
538,1,0.5374625374625375,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
538,2,0.5374625374625375,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: September])
539,1,0.5384615384615384,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
