1,1,9.99000999000999E-4,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
472,2,0.47152847152847155,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
473,1,0.4725274725274725,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
473,2,0.4725274725274725,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
474,1,0.47352647352647353,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
474,2,0.47352647352647353,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
475,1,0.4745254745254745,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
475,2,0.4745254745254745,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
476,1,0.4755244755244755,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
476,2,0.4755244755244755,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
477,1,0.47652347652347654,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
477,2,0.47652347652347654,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Indoor activities, Environment: Square])
478,1,0.4775224775224775,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
478,2,0.4775224775224775,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Adventure, Environment: Square])
479,1,0.4785214785214785,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Museum, Sport: Bike tours, Environment: Monuments])
479,2,0.4785214785214785,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Square])
480,1,0.47952047952047955,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Museum, Sport: Bike tours, Environment: Monuments])
480,2,0.47952047952047955,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Square])
481,1,0.4805194805194805,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Indoor activities, Environment: Monuments])
481,2,0.4805194805194805,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Square])
482,1,0.48151848151848153,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Indoor activities, Environment: Monuments])
482,2,0.48151848151848153,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Music hall, Sport: Bike tours, Environment: Square])
483,1,0.4825174825174825,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Museum, Sport: Bike tours, Environment: Monuments])
483,2,0.4825174825174825,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Music hall, Sport: Bike tours, Environment: Square])
484,1,0.4835164835164835,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
484,2,0.4835164835164835,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Music hall, Sport: Bike tours, Environment: Square])
485,1,0.48451548451548454,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
485,2,0.48451548451548454,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Music hall, Sport: Bike tours, Environment: Square])
486,1,0.4855144855144855,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
486,2,0.4855144855144855,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Music hall, Sport: Bike tours, Environment: Square])
487,1,0.4865134865134865,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
487,2,0.4865134865134865,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Music hall, Sport: Bike tours, Environment: Square])
488,1,0.4875124875124875,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
488,2,0.4875124875124875,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
489,1,0.4885114885114885,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
489,2,0.4885114885114885,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
490,1,0.48951048951048953,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
490,2,0.48951048951048953,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
491,1,0.4905094905094905,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
491,2,0.4905094905094905,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
492,1,0.4915084915084915,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
492,2,0.4915084915084915,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
493,1,0.4925074925074925,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
493,2,0.4925074925074925,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
494,1,0.4935064935064935,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
494,2,0.4935064935064935,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
495,1,0.4945054945054945,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
495,2,0.4945054945054945,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
496,1,0.4955044955044955,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
496,2,0.4955044955044955,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
497,1,0.4965034965034965,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
497,2,0.4965034965034965,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
498,1,0.4975024975024975,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
498,2,0.4975024975024975,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
499,1,0.4985014985014985,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
499,2,0.4985014985014985,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
500,1,0.4995004995004995,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
500,2,0.4995004995004995,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
501,1,0.5004995004995005,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
501,2,0.5004995004995005,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Art gallery, Sport: Bike tours, Environment: Square])
502,1,0.5014985014985015,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
502,2,0.5014985014985015,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Art gallery, Sport: Bike tours, Environment: Square])
503,1,0.5024975024975025,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
503,2,0.5024975024975025,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Art gallery, Sport: Bike tours, Environment: Square])
504,1,0.5034965034965035,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
504,2,0.5034965034965035,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Art gallery, Sport: Bike tours, Environment: Square])
505,1,0.5044955044955045,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
505,2,0.5044955044955045,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Art gallery, Sport: Bike tours, Environment: Square])
506,1,0.5054945054945055,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
